gid,dep_name,country,state,latitude,longitude,commodity,dep_type,type_detail,model_code,model_name,metallic,citation
504,Esperanza - Sierrita,United States,Arizona,31.869,-111.12,"copper, molybdenum, silver, gold",Hydrothermal,Porphyry copper deposit,21a,Porphyry Cu-Mo,,Singer and others (2002)
505,"Miami - Inspiration (includes Bluebird, Copper Cities, Globe, Van Dyke)",United States,Arizona,33.42,-110.74,"copper, molybdenum, silver, gold",Hydrothermal,Porphyry copper deposit,21a,Porphyry Cu-Mo,,Singer and others (2002); Long and others (1998)
506,Mineral Park,United States,Arizona,35.367,-114.15,"copper, molybdenum, silver, gold",Hydrothermal,Porphyry copper deposit,21a,Porphyry Cu-Mo,,Kirkham and Sinclair (1996a)
507,Morenci - Metcalf,United States,Arizona,33.09,-109.34,"copper, molybdenum, silver, gold",Hydrothermal,Porphyry copper deposit,21a,Porphyry Cu-Mo,,Singer and others (2002); Long and others (1998)
508,Pinto Valley - Castle Dome,United States,Arizona,33.4,-110.95,"copper, molybdenum, silver, gold",Hydrothermal,Porphyry copper deposit,21a,Porphyry Cu-Mo,,Long and others (1998)
509,Ray,United States,Arizona,33.16,-110.97,"copper, molybdenum, silver, gold",Hydrothermal,Porphyry copper deposit,21a,Porphyry Cu-Mo,,Singer and others (2002); Long and others (1998)
510,San Manuel - Kalamazoo,United States,Arizona,32.67,-110.67,"copper, molybdenum, silver, gold",Hydrothermal,Porphyry copper deposit,21a,Porphyry Cu-Mo,,Singer and others (2002); Long and others (1998)
511,Taurus,United States,Alaska,63.521,-141.324,"copper, molybdenum, silver, gold",Hydrothermal,Porphyry copper deposit,21a,Porphyry Cu-Mo,,Long and others (1998)
512,Twin Buttes,United States,Arizona,31.88,-111.03,"copper, molybdenum, silver, gold",Hydrothermal,Porphyry copper deposit,21a,Porphyry Cu-Mo,,Singer and others (2002)
513,Tyrone,United States,New Mexico,32.633,-108.367,"copper, molybdenum, silver, gold",Hydrothermal,Porphyry copper deposit,21a,Porphyry Cu-Mo,,Singer and others (2002)
514,Bisbee (Warren),United States,Arizona,31.433,-109.9,"copper, silver",Hydrothermal,Porphyry copper deposit,17,Porphyry Cu,,Mutschler and others (1999)
515,"Castle Dome (Pinto Valley, includes Carlota - Cactus)",United States,Arizona,33.4,-110.95,"copper, silver",Hydrothermal,Porphyry copper deposit,17,Porphyry Cu,,Singer and others (2002)
516,Hannover Mountains (Fierro - Hannover),United States,New Mexico,32.833,-108.083,"copper, silver",Hydrothermal,Porphyry copper deposit,17,Porphyry Cu,,Singer and others (2002)
517,"Helvetia (Rosemont, includes Rosemont, Peach - Elgin, Broadtop Butte, and Copper World)",United States,Arizona,31.83,-110.76,"copper, silver",Hydrothermal,Porphyry copper deposit,17,Porphyry Cu,,Singer and others (2002)
518,Mission - Pima - San Xavier,United States,Arizona,31.983,-111.067,"copper, silver",Hydrothermal,Porphyry copper deposit,17,Porphyry Cu,,Singer and others (2002); Long and others (1998)
519,Rosemont - Peach - Elgin - Broadtop Butte,United States,Arizona,31.83,-110.76,"copper, silver",Hydrothermal,Porphyry copper deposit,18a,"Porphyry Cu, skarn-related",,Long and others (1998)
520,"Rock Creek (includes Rock Lake, Montanore, Copper Gulch, Horizon Basin, Rock Peak)",United States,Montana,48.079,-115.677,"copper, silver",Hydrothermal,Revett copper deposit,30b.4,Revett Cu,,Cox and others (2003); Long and others (1998)
521,Spar Lake (Troy mine),United States,Montana,48.23,-115.905,"copper, silver",Hydrothermal,Revett copper deposit,30b.4,Revett Cu,,Cox and others (2003)
522,Bingham Canyon (skarn),United States,Utah,40.54,-112.14,"copper, silver, gold",Hydrothermal,Copper skarn deposit,18b,"Skarn, Cu",,Long and others (1998)
523,Robinson,United States,Nevada,39.26,-115,"copper, silver, gold",Hydrothermal,Porphyry copper deposit,18a,"Porphyry Cu, skarn-related",,Long and others (1998)
524,"Santa Rita (Chino, includes Groundhog - Pewabic - Empire (skarns))",United States,New Mexico,32.792,-108.067,"copper, silver, gold",Hydrothermal,Porphyry copper deposit,17,Porphyry Cu,,Singer and others (2002)
525,Magma,United States,Arizona,33.306,-111.093,"copper, silver, gold",Hydrothermal,Porphyry-related copper veins,gsc17,"Vein, polymetallic, porphyry Cu-related",,Kirkham and Sinclair (1996b)
526,Butte (Veins),United States,Montana,46.02,-112.53,"copper, silver, zinc, gold, lead",Hydrothermal,Porphyry-related copper veins,gsc17,"Vein copper deposits (Vein, polymetallic, porphyry Cu-related)",,Long and others (1998)
527,Donlin Creek,United States,Alaska,62.075,-158.217,gold,Hydrothermal,Intrusion-related gold deposit,43,Plutonic porphyry Au,,Long and others (1998)
528,Fort Knox,United States,Alaska,64.967,-147.367,gold,Hydrothermal,Intrusion-related gold deposit,43,Plutonic porphyry Au,,Long and others (1998)
529,Pogo (Liese zone),United States,Alaska,64.283,-144.883,gold,Hydrothermal,Intrusion-related gold deposit,43,Plutonic porphyry Au,,Mutschler and others (1999)
530,"Alaska - Juneau (A.J., Perseverance)",United States,Alaska,58.308,-134.345,gold,Hydrothermal,Orogenic gold veins,36a,Low-sulfide Au-quartz vein,,Long and others (1998)
531,Empire - North Star,United States,California,39.206,-121.045,gold,Hydrothermal,Orogenic gold veins,36a,Low-sulfide Au-quartz vein,,Long and others (1998)
532,Homestake,United States,South Dakota,44.36,-103.77,gold,Hydrothermal,Orogenic gold veins,36b,Homestake Au,,Long and others (1998)
533,Idaho - Maryland - Eureka - Brunswick,United States,California,39.224,-121.038,gold,Hydrothermal,Orogenic gold veins,36a,Low-sulfide Au-quartz vein,,Long and others (1998)
534,Jamestown,United States,California,37.946,-120.437,gold,Hydrothermal,Orogenic gold veins,36a,Low-sulfide Au-quartz vein,,Long and others (1998)
535,Kensington - Jualin,United States,Alaska,58.866,-135.087,gold,Hydrothermal,Orogenic gold veins,36a,Low-sulfide Au-quartz vein,,Long and others (1998)
536,Candelaria,United States,Nevada,38.15,-118.08,"gold, silver",Hydrothermal,Distal disseminated gold deposit,19c,Distal disseminated Ag-Au,,Long and others (1998)
537,Hardshell,United States,Arizona,31.46,-110.72,"gold, silver",Hydrothermal,Distal disseminated gold deposit,19c,Distal disseminated Ag-Au,,Long and others (1998)
538,Lone Tree - Stonehouse,United States,Nevada,40.83,-117.21,"gold, silver",Hydrothermal,Distal disseminated gold deposit,19c,Distal disseminated Ag-Au,,Long and others (1998); Tingley (2002)
539,McCoy - Cove,United States,Nevada,40.34,-117.21,"gold, silver",Hydrothermal,Distal disseminated gold deposit,19c,Distal disseminated Ag-Au,,Long and others (1998)
540,Rochester,United States,Nevada,40.28,-118.15,"gold, silver",Hydrothermal,Distal disseminated gold deposit,19c,Distal disseminated Ag-Au,,Long and others (1998)
541,"Bald Mountain (Wharf, Trojan, Portland)",United States,South Dakota,44.344,-103.842,"gold, silver",Hydrothermal,Epithermal gold deposit,22b,Alakaline Au-Te (Au-Ag-Te veins),,Long and others (1998)
542,"Black Hills Tertiary (includes Gilt Edge, Golden Reward, Annie Creek (Foley Ridge), Richmond Hill, Green Mountain)",United States,South Dakota,44.333,-103.767,"gold, silver",Hydrothermal,Epithermal gold deposit,25a-d,Epithermal vein,,Mutschler and others (1999)
543,Comstock Lode,United States,Nevada,39.32,-119.59,"gold, silver",Hydrothermal,Epithermal gold deposit,25c,"Epithermal vein, Comstock",,Long and others (1998)
544,Cripple Creek,United States,Colorado,38.717,-105.133,"gold, silver",Hydrothermal,Epithermal gold deposit,22b,Alakaline Au-Te (Au-Ag-Te veins),,Long and others (1998)
545,Goldbanks,United States,Nevada,40.465,-117.604,"gold, silver",Hydrothermal,Epithermal gold deposit,25a,Hot-spring Au-Ag,,Long and others (1998)
546,Golden Sunlight,United States,Montana,45.906,-112.014,"gold, silver",Hydrothermal,Epithermal gold deposit,22b,Alakaline Au-Te (Au-Ag-Te veins),,Long and others (1998); Mutschler and others (1999)
547,Goldfield,United States,Nevada,37.71,-117.21,"gold, silver",Hydrothermal,Epithermal gold deposit,25e,Epithermal quartz-alunite Au,,Long and others (1998)
548,Ken Snyder (Midas) mine (Gold Circle district),United States,Nevada,41.25,-116.79,"gold, silver",Hydrothermal,Epithermal gold deposit,25c,"Epithermal vein, Comstock",,Long and others (1998); Tingley (2002)
549,McDonald,United States,Montana,47,-112.525,"gold, silver",Hydrothermal,Epithermal gold deposit,25a,Hot-spring Au-Ag,,Long and others (1998)
550,McLaughlin,United States,California,38.836,-122.357,"gold, silver",Hydrothermal,Epithermal gold deposit,25a,Hot-spring Au-Ag,,Long and others (1998)
551,Mesquite,United States,California,33.098,-114.963,"gold, silver",Hydrothermal,Epithermal gold deposit,25a,Hot-spring Au-Ag,,Long and others (1998)
552,Oatman,United States,Arizona,35.1,-114.447,"gold, silver",Hydrothermal,Epithermal gold deposit,25c,"Epithermal vein, Comstock",,Long and others (1998)
553,Ortiz Mountains (Old Placers),United States,New Mexico,35.317,-106.167,"gold, silver",Hydrothermal,Epithermal gold deposit,25a-d,Epithermal vein,,Mutschler and others (1999)
554,Republic District (Knob Hill etc.),United States,Washington,48.673,-118.758,"gold, silver",Hydrothermal,Epithermal gold deposit,25c,"Epithermal vein, Comstock",,Long and others (1998)
555,Round Mountain,United States,Nevada,38.7,-117.08,"gold, silver",Hydrothermal,Epithermal gold deposit,25a,Hot-spring Au-Ag,,Long and others (1998)
556,Sleeper,United States,Nevada,41.33,-118.05,"gold, silver",Hydrothermal,Epithermal gold deposit,25a,Hot-spring Au-Ag,,Long and others (1998); Tingley (2002)
557,Tonopah,United States,Nevada,38.07,-117.23,"gold, silver",Hydrothermal,Epithermal gold deposit,25c,"Epithermal vein, Comstock",,Long and others (1998)
558,Zortman - Landusky,United States,Montana,47.929,-108.586,"gold, silver",Hydrothermal,Epithermal gold deposit,22b,Alakaline Au-Te (Au-Ag-Te veins),,Long and others (1998)
559,Battle Mountain (Tomboy - Minnie - Fortitude - Northeast Ext. - Iron Canyon - Midas - Phoenix),United States,Nevada,40.53,-117.12,"gold, silver",Hydrothermal,Gold skarn deposit,18f,"Skarn, Au",,Long and others (1998); Mutschler and others (1999); Tingley (2002); Newmont (2003)
560,"Betze - Post (Betze, Screamer, and Deep Post)",United States,Nevada,40.977,-116.358,"gold, silver",Hydrothermal,Sediment-hosted gold deposit,26a.1,Sediment-hosted Au,,Long and others (1998); Bettles (2002)
561,Carlin - Hardie,United States,Nevada,40.912,-116.32,"gold, silver",Hydrothermal,Sediment-hosted gold deposit,26a.1,Sediment-hosted Au,,Long and others (1998)
562,Chimney Creek South - Rabbit Creek,United States,Nevada,41.28,-117.157,"gold, silver",Hydrothermal,Sediment-hosted gold deposit,26a.1,Sediment-hosted Au,,Singer and others (1993)
563,"Cortez (Cortez, Pipeline, South Pipeline, Pediment, Gap, Gold Acres, and Horse Canyon)",United States,Nevada,40.248,-116.74,"gold, silver",Hydrothermal,Sediment-hosted gold deposit,26a.1,Sediment-hosted Au,,Long and others (1998); Tingley (2002); Placer Dome (2002a)
564,Genesis - Blue Star - Beast - Bobcat - Northstar,United States,Nevada,40.952,-116.352,"gold, silver",Hydrothermal,Sediment-hosted gold deposit,26a.1,Sediment-hosted Au,,Long and others (1998); Bettles (2002)
565,"Getchell (Getchell, Turquoise Ridge, North Zone)",United States,Nevada,41.21,-117.26,"gold, silver",Hydrothermal,Sediment-hosted gold deposit,26a.1,Sediment-hosted Au,,Long and others (1998); Placer Dome (2002b)
566,Gold Quarry South Layback (Maggie Creek district),United States,Nevada,40.825,-116.225,"gold, silver",Hydrothermal,Sediment-hosted gold deposit,26a.1,Sediment-hosted Au,,Long and others (1998); Newmont (2003)
567,"Jerritt Canyon (Burns Basin, Enfield Bell, Pattani Springs)",United States,Nevada,41.34,-116.01,"gold, silver",Hydrothermal,Sediment-hosted gold deposit,26a.1,Sediment-hosted Au,,Long and others (1998)
568,"Leeville (West Leeville, Four Corners, Turf)",United States,Nevada,40.93,-116.32,"gold, silver",Hydrothermal,Sediment-hosted gold deposit,26a.1,Sediment-hosted Au,,Long and others (1998); Newmont (2003)
569,"Meikle (Purple Vein) (Meikle, South Meikle, Griffin, and Rodeo)",United States,Nevada,41.01,-116.36,"gold, silver",Hydrothermal,Sediment-hosted gold deposit,26a.1,Sediment-hosted Au,,Long and others (1998); Bettles (2002)
570,Twin Creeks (Chimney Creek and Rabbit Creek),United States,Nevada,41.28,-117.17,"gold, silver",Hydrothermal,Sediment-hosted gold deposit,26a.1,Sediment-hosted Au,,Long and others (1998)
571,Goodsprings,United States,Nevada,35.85,-115.5,"gold, silver, zinc, lead",Hydrothermal,Polymetallic replacement deposit,19a,Polymetallic replacement,,Long and others (1998)
572,Pride of the Mountains,United States,Washington,47.981,-121.369,"gold, silver, zinc, lead, copper",Hydrothermal,Polymetallic veins,22c,Polymetallic veins,,Long and others (1998)
573,Dragon Mine,United States,Utah,39.918,-112.104,halloysite (clay mineral with tube-like crystals),Hydrothermal,Hydrothermal kaolin (halloysite) deposit,25l.2,Hydrothermal kaolin,,Industrial Minerals (2004a)
574,Hector,United States,California,34.755,-116.431,hectorite (lithium-rich clay mineral),Hydrothermal,Hydrothermal lithium-rich clay deposit,25l.3,Lithium -rich clays,,Harben and Kuè?vart (1996)
575,Montana Mountains,United States,Nevada,41.767,-118.108,hectorite (lithium-rich clay mineral),Hydrothermal,Hydrothermal lithium-rich clay deposit,25l.3,Lithium -rich clays,,Odom (1992)
576,Eagle Mountain,United States,California,33.883,-115.542,iron,Hydrothermal,Iron skarn deposit,18d,Skarn Fe,,Singer and others (1993)
577,Iron Springs,United States,Utah,37.683,-113.25,iron,Hydrothermal,Iron skarn deposit,18d,Skarn Fe,,Singer and others (1993)
578,Benson,United States,New York,44.179,-75.006,iron,Hydrothermal,Magnetite deposits in volcanic rocks,25i,Volcanic-hosted magnetite,,Singer and others (1993)
579,Pea Ridge,United States,Missouri,38.125,-91.042,iron,Hydrothermal,Magnetite deposits in volcanic rocks,25i,Volcanic-hosted magnetite,,Singer and others (1993)
580,Burkesville,United States,Kentucky,36.775,-85.335,"lead, zinc",Hydrothermal,Mississippi Valley-type deposit (MVT),32b,"Mississippi Valley, Appalachian Zn",,Long and others (1998)
581,"Tri - state (Galena, Joplin, Picher)",United States,"Kansas, Missouri, Oklahoma",37.083,-94.65,"lead, zinc",Hydrothermal,Mississippi Valley-type deposit (MVT),32a,"Mississippi Valley, S.E. Missouri Pb-Zn",,Long and others (1998)
582,Star - Morning,United States,Idaho,47.468,-115.812,"lead, zinc, silver",Hydrothermal,Coeur d' Alene-type polymetallic vein,unassigned,"Coeur d' Alene-type polymetallic vein, Revett-St. Regis subtype",,Long and others (1998)
583,Old Lead Belt,United States,Missouri,37.842,-90.534,"lead, zinc, silver",Hydrothermal,Mississippi Valley-type deposit (MVT),32a,"Mississippi Valley, S.E. Missouri Pb-Zn",,Long and others (1998)
584,Viburnum Trend,United States,Missouri,37.583,-91.167,"lead, zinc, silver, copper",Hydrothermal,Mississippi Valley-type deposit (MVT),32a,"Mississippi Valley, S.E. Missouri Pb-Zn",,Long and others (1998)
585,Big Ben - Niehart,United States,Montana,46.95,-110.733,molybdenum,Hydrothermal,Climax-type molybdenum deposit,16,Climax Mo,,Mutschler and others (1999)
586,Cave Peak,United States,Texas,31.433,-104.883,molybdenum,Hydrothermal,Climax-type molybdenum deposit,16,Climax Mo,,Mutschler and others (1999)
587,Climax,United States,Colorado,39.367,-106.167,molybdenum,Hydrothermal,Climax-type molybdenum deposit,16,Climax Mo,,Mutschler and others (1999)
588,Henderson - Urad,United States,Colorado,39.75,-105.833,molybdenum,Hydrothermal,Climax-type molybdenum deposit,16,Climax Mo,,Mutschler and others (1999)
589,Mount Emmons - Redwell Basin,United States,Colorado,38.883,-107.067,molybdenum,Hydrothermal,Climax-type molybdenum deposit,16,Climax Mo,,Mutschler and others (1999)
590,Mount Hope,United States,Nevada,39.783,-116.167,molybdenum,Hydrothermal,Climax-type molybdenum deposit,16,Climax Mo,,Mutschler and others (1999)
591,Pine Grove,United States,Utah,38.336,-113.606,molybdenum,Hydrothermal,Climax-type molybdenum deposit,16,Climax Mo,,Singer and others (1993)
592,Quartz Hill,United States,Alaska,55.4,-130.467,molybdenum,Hydrothermal,Climax-type molybdenum deposit,16,Climax Mo,,Mutschler and others (1999); Singer and others (1993)
593,Questa,United States,New Mexico,36.683,-105.5,molybdenum,Hydrothermal,Climax-type molybdenum deposit,16,Climax Mo,,Mutschler and others (1999)
594,Thompson Creek,United States,Idaho,44.333,-114.583,molybdenum,Hydrothermal,Porphyry molybdenum deposit,21b,"Porphyry Mo, Low-F",,Mutschler and others (1999)
595,Buckingham,United States,Nevada,40.617,-117.075,"molybdenum, copper",Hydrothermal,Porphyry molybdenum deposit,21b,"Porphyry Mo, Low-F",,Long and others (1998)
596,Cumo,United States,Idaho,44,-115.783,"molybdenum, copper",Hydrothermal,Porphyry molybdenum deposit,21b,"Porphyry Mo, Low-F",,Mutschler and others (1999)
597,Mount Tolman,United States,Washington,48.05,-118.7,"molybdenum, copper",Hydrothermal,Porphyry molybdenum deposit,21b,"Porphyry Mo, Low-F",,Mutschler and others (1999)
598,Copper Queen,United States,Arizona,31.43,-109.91,"silver, copper, gold, zinc, lead",Hydrothermal,Polymetallic replacement deposit,19a,Polymetallic replacement,,Long and others (1998)
599,Arctic Camp,United States,Alaska,67.181,-156.386,"silver, copper, zinc",Hydrothermal,Volcanogenic massive sulfide deposit (VMS),28a,"Massive sulfide, Kuroko",,Long and others (1998)
600,Rocky Range,United States,Utah,38.45,-113.063,"silver, gold, copper",Hydrothermal,Copper skarn deposit,18b,"Skarn, Cu",,Long and others (1998)
601,Leadville,United States,Colorado,39.25,-106.25,"silver, gold, lead, zinc, copper",Hydrothermal,Polymetallic replacement deposit,19a,Polymetallic replacement,,Long and others (1998)
602,Greens Creek,United States,Alaska,58.077,-134.619,"silver, gold, zinc, lead",Hydrothermal,Volcanogenic massive sulfide deposit (VMS),28a,"Massive sulfide, Kuroko",,Long and others (1998)
603,Red Mountain - Sneffels - Telluride,United States,Colorado,37.958,-107.75,"silver, gold, zinc, lead, copper",Hydrothermal,Polymetallic veins,22c,Polymetallic veins,,Long and others (1998)
604,Presidio,United States,Texas,29.81,-104.33,"silver, lead",Hydrothermal,Polymetallic replacement deposit,19a,Polymetallic replacement,,Long and others (1998)
605,Bunker Hill - Last Chance,United States,Idaho,47.536,-116.138,"silver, lead, zinc",Hydrothermal,Coeur d' Alene-type polymetallic vein,unassigned,"Coeur d' Alene-type polymetallic vein, Revett-St. Regis subtype",,Long and others (1998)
606,Galena,United States,Idaho,47.477,-115.965,"silver, lead, zinc",Hydrothermal,Coeur d' Alene-type polymetallic vein,unassigned,"Coeur d' Alene-type polymetallic vein, Revett-St. Regis subtype",,Long and others (1998)
607,Lucky Friday,United States,Idaho,47.471,-115.78,"silver, lead, zinc",Hydrothermal,Coeur d' Alene-type polymetallic vein,unassigned,"Coeur d' Alene-type polymetallic vein, Revett-St. Regis subtype",,Long and others (1998)
608,"Creede (Amethyst, Bulldog etc. veins)",United States,Colorado,37.875,-106.933,"silver, lead, zinc",Hydrothermal,Epithermal gold deposit,25b,"Epithermal vein, Creede",,Long and others (1998)
609,Aspen,United States,Colorado,39.167,-106.833,"silver, lead, zinc",Hydrothermal,Polymetallic replacement deposit,19a,Polymetallic replacement,,Long and others (1998)
610,Sunshine,United States,Idaho,47.501,-116.068,"silver, lead, zinc, copper",Hydrothermal,Coeur d' Alene-type polymetallic vein,unassigned,"Coeur d' Alene-type polymetallic vein, Revett-St. Regis subtype",,Long and others (1998)
611,Bingham Canyon (polymetallic replacement),United States,Utah,40.54,-112.14,"silver, lead, zinc, gold, copper",Hydrothermal,Polymetallic replacement deposit,19a,Polymetallic replacement,,Long and others (1998)
612,Park City,United States,Utah,40.62,-111.51,"silver, lead, zinc, gold, copper",Hydrothermal,Polymetallic replacement deposit,19a,Polymetallic replacement,,Long and others (1998)
613,Tintic - East Tintic,United States,Utah,39.91,-112.1,"silver, lead, zinc, gold, copper",Hydrothermal,Polymetallic replacement deposit,19a,Polymetallic replacement,,Long and others (1998)
614,Crandon,United States,Wisconsin,45.483,-88.926,"silver, zinc, gold, copper, lead",Hydrothermal,Volcanogenic massive sulfide deposit (VMS),28a,"Massive sulfide, Kuroko",,Long and others (1998)
615,Beaverhead,United States,Montana,45.224,-112.301,talc,Hydrothermal,Hydrothermal talc deposit,18m,Metasomatic and metamorphic replacement talc,,Spanski (2004)
616,Regal (Keystone),United States,Montana,45.172,-112.425,talc,Hydrothermal,Hydrothermal talc deposit,18m,Metasomatic and metamorphic replacement talc,,Spanski (2004)
617,"Treasure (Treasure State, Treasure Chest",United States,Montana,45.228,-112.309,talc,Hydrothermal,Hydrothermal talc deposit,18m,Metasomatic and metamorphic replacement talc,,Spanski (2004)
618,"Yellowstone (Johnny Gulch, Cyprus, Cameron, Montana Talc)",United States,Montana,45.077,-111.73,talc,Hydrothermal,Hydrothermal talc deposit,18m,Metasomatic and metamorphic replacement talc,,Spanski (2004)
619,Franklin,United States,New Jersey,41.12,-74.59,zinc,Hydrothermal,Sedimentary exhalative zinc-lead deposit,31a,Sedimentary exhalative Zn-Pb,,Long and others (1998)
620,Sterling Hill,United States,New Jersey,41.08,-74.6,zinc,Hydrothermal,Sedimentary exhalative zinc-lead deposit,31a,Sedimentary exhalative Zn-Pb?,,Long and others (1998)
621,Fountain Run,United States,Kentucky,36.704,-85.943,"zinc, lead",Hydrothermal,Mississippi Valley-type deposit (MVT),32b,"Mississippi Valley, Appalachian Zn",,Long and others (1998)
622,Mascot - Jefferson City,United States,Tennessee,36.4,-83.35,"zinc, lead",Hydrothermal,Mississippi Valley-type deposit (MVT),32b,"Mississippi Valley, Appalachian Zn",,Long and others (1998)
623,"Pierrepont, Edwards, and Balmat",United States,New York,44.252,-75.4,"zinc, lead",Hydrothermal,Sedimentary exhalative zinc-lead deposit,31a,Sedimentary exhalative Zn-Pb,,Long and others (1998)
624,Lik - Su,United States,Alaska,68.167,-163.2,"zinc, lead, silver",Hydrothermal,Sedimentary exhalative zinc-lead deposit,31a,Sedimentary exhalative Zn-Pb,,Long and others (1998)
625,Red Dog,United States,Alaska,68.067,-162.824,"zinc, lead, silver",Hydrothermal,Sedimentary exhalative zinc-lead deposit,31a,Sedimentary exhalative Zn-Pb,,Long and others (1998)
626,Gilman,United States,Colorado,39.533,-106.376,"zinc, silver, copper, lead",Hydrothermal,Lead-zinc skarn deposit,18c,Skarn Zn-Pb,,Dawson (1996)
627,Birch Lake,United States,Minnesota,47.817,-91.733,copper,Igneous,Magmatic copper-nickel deposit near base of mafic igneous intrusion,5a,Duluth Cu-Ni-PGE,,Long and others (1998)
628,Babbit (Minnamax) - Mesaba project,United States,Minnesota,47.641,-91.883,"copper, nickel, PGE",Igneous,Magmatic copper-nickel deposit near base of mafic igneous intrusion,5a,Duluth Cu-Ni-PGE,,"Long and others (1998); Miller, Severson, and others (2002)"
629,Dunka Road - Northmet project,United States,Minnesota,47.61,-91.96,"copper, nickel, PGE",Igneous,Magmatic copper-nickel deposit near base of mafic igneous intrusion,5a,Duluth Cu-Ni-PGE,,Long and others (1998); Cannon and others (1997)
630,Maturi,United States,Minnesota,47.801,-91.756,"copper, nickel, PGE",Igneous,Magmatic copper-nickel deposit near base of mafic igneous intrusion,5a,Duluth Cu-Ni-PGE,,"Long and others (1998); Miller, Severson, and others (2002)"
631,Bessemer City,United States,South Carolina,35.333,-81.167,lithium,Igneous,Pegmatite,13b,Li pegmatites,,Anstett and others (1990)
632,Kings Mountain,United States,North Carolina,35.25,-81.342,lithium mica,Igneous,Pegmatite rich in lithium,13b,Li pegmatites,,Harben and Kuè?vart (1996)
633,Black Canyon,United States,Arizona,34.12,-112.21,"mica,feldspathic sand",Igneous,Pegmatite rich in mica,13f,Mica pegmatites,,Industrial Minerals (1999c); Industrial Minerals (2002)
634,Wind Mountain,United States,New Mexico,32.025,-105.515,nepheline syenite,Igneous,Igneous rock rich in nepheline,na,no model,,Industrial Minerals (1995)
635,McClure Mountain Complex,United States,Colorado,38.35,-105.467,niobium,Igneous,Mineralization associated with carbonatite igneous complex,10,carbonatite,,Crockett and Sutphin (1993)
636,"Iron Hill (Powderhorn, Cebolla Creek)",United States,Colorado,38.25,-107.05,"niobium, rare earth elements, barium, fluorite, phosphorus, titanium",Igneous,Mineralization associated with carbonatite/alkalic igneous complex,10,carbonatite,,Woolley (1987)
637,Deep Creek,United States,Oregon,42.05,-119.95,"niobium, rare earth elements, phosphorus, fluorine, strontium",Igneous,Mineralization associated with carbonatite igneous complex,10,carbonatite,,Woolley (1987)
638,J - M Reef - East Boulder mine,United States,Montana,45.403,-110.007,"palladium, platinum",Igneous,Reef-type PGE deposit,2b,Merensky Reef PGE,,Spanski (2004); Zientek and others (2002)
639,J - M Reef - Stillwater mine,United States,Montana,45.389,-109.874,"palladium, platinum",Igneous,Reef-type PGE deposit,2b,Merensky Reef PGE,,Spanski (2004); Zientek and others (2002)
640,Gem Park,United States,Colorado,38.267,-105.55,"phosphorus, niobium, vermiculite, rare earth elements, thorium, copper, barium",Igneous,Mineralization associated with carbonatite/alkalic igneous complex,10,carbonatite,,Woolley (1987)
641,Mountain Pass,United States,California,35.483,-115.533,"rare earth elements, barium",Igneous,Mineralization associated with carbonatite igneous complex,10,carbonatite,,Woolley (1987)
642,Hicks Dome,United States,Illinois,37.6,-88.4,"rare earth elements, fluorite",Igneous,Mineralization associated with carbonatite igneous complex,10,carbonatite,,Jackson and Christiansen (1993)
643,Bear Lodge Mountains (southern),United States,Wyoming,44.483,-104.45,"rare earth elements, thorium",Igneous,Mineralization associated with carbonatite igneous complex,10,carbonatite,,Woolley (1987)
644,Tucker - Poplar Lake deposit,United States,Minnesota,48.167,-90.667,"titanium, magnetite",Igneous,Layers of ilmentite and titanomagnetite in ferrogabbroic and anothositic rocks,3,Bushveld Fe-Ti-V,,Towner and others (1988)
645,Hamilton,United States,Montana,46.262,-113.888,vermiculite,Igneous,Vermiculite associated with ultramafic igneous rocks,na,no model,,Industrial Minerals (1999a)
646,"Zonolite (Rainy Creek, Vermiculite Mountain, Libby)",United States,Montana,48.434,-115.406,vermiculite,Igneous,Vermiculite associated with ultramafic igneous rocks,na,no model,,Spanski (2004)
647,Eagle (Slate Creek),United States,Alaska,64.567,-142.5,asbestos,Metamorphic,Asbestos in metamorphosed ultramafic igneous rock,8d,Serpentine-hosted asbestos,,Foster (1969)
648,Gore Mountain,United States,New York,43.679,-74.054,garnet,Metamorphic,Garnet in metamorphosed igneous rocks,na,no model,,Harben and Kuè?vart (1996); New York State Department of Environmental Conservation (undated)
649,Ruby Mountain Quarry,United States,New York,43.736,-74.112,garnet,Metamorphic,Garnet in metamorphosed igneous rocks,na,no model,,New York State Department of Environmental Conservation (undated)
650,Addie (Smoky Mtns.),United States,North Carolina,35.399,-83.159,olivine,Metamorphic,Dunite,na,no model,,Harben and Kuè?vart (1996)
651,Twin Sisters Mountain (Cascade Mtns.),United States,Washington,48.708,-121.958,olivine,Metamorphic,Dunite,na,no model,,Harben and Kuè?vart (1996)
652,Hunter Mountain,United States,California,36.533,-117.517,wollastonite,Metamorphic,Wollastonite in metamorphosed sedimentary rocks,18g,Skarn wollastonite,,Bauer and others (1994)
653,Oak Hill Mine Site,United States,New York,44.304,-73.58,wollastonite,Metamorphic,Wollastonite in metamorphosed sedimentary rocks,18g,Skarn wollastonite,,"New York State Department of Environmental Conservation, (undated); Bauer and others (1994)"
654,Willsboro Mine (Fox Knoll Mine),United States,New York,44.346,-73.432,"wollastonite, garnet",Metamorphic,Wollastonite in metamorphosed sedimentary rocks,18g,Skarn wollastonite,,New York State Department of Environmental Conservation (undated); Harben and Kuè?vart (1996)
