gid,dep_name,country,state,latitude,longitude,commodity,dep_type,type_detail,model_code,model_name,metallic,citation
1283,Moengo,Surinam,,5.6167,-54.4,Aluminum,Surficial,,,,,"Harben and Kuzvart, 1996"
1284,Ricanau,Surinam,,5.6167,-54.3667,Kaolin,Surficial,,,,,"Industrial Minerals, 1995"
1285,Artigas,Uruguay,,-30.26,-57.07,Gem amethyst,Hydrothermal,,,,,"Shigley and others, 2000"
1286,Cerro Boliva/ San Isidro,Venezuela,,7.4578,-63.398,Iron,Sedimentary,,,,,"Dorr, 1973"
1287,Loma de Hierro,Venezuela,,10.3333,-67.3333,Nickel,Surficial,,,,,"DeYoung and others, 1985"
1288,Los Pijiguaos,Venezuela,,6.5833,-66.75,Aluminum,Surficial,,,,,"Singer and others, 1993"
1289,Bulqiza,Albania,,41.51666667,20.26666667,Chromium,Igneous,,,,Metallic,
1290,Gjegjan,Albania,,42.16666667,19.93333333,Copper,Hydrothermal,,,,Metallic,
1291,Guri Kuq/Prrenjas,Albania,,41.23333333,20.26666667,Nickel,Surficial,,,,Metallic,
1292,Amasijskoe,Armenia,,40.86805556,43.76638889,Antimony,Hydrothermal,,,,Metallic,
1293,Kadzharanskoe,Armenia,,39.16972222,46.08527778,Copper,Igneous,,,,Metallic,
1294,Privol'nenskoe,Armenia,,41.13333333,44.38,Lead,Hydrothermal,,,,Metallic,
1295,Zod,Armenia,,40.21666667,45.93333333,Gold,Hydrothermal,,,,Metallic,
1296,Bleiberg,Austria,,46.63333333,14.15,Zinc,Sedimentary,,,,Metallic,
1297,Doppl-Muehldorf-Zettlitz,Austria,,48.38333333,15.45,Graphite,Metamorphic,,,,Metallic,
1298,Erzberg,Austria,,47.55,14.93333333,Iron,Sedimentary,,,,Metallic,
1299,Kaiserberg,Austria,,47.35,15.06666667,Graphite,Metamorphic,,,,Metallic,
1300,Mittersill,Austria,,47.2,12.46666667,Tungsten,Sedimentary,,,,Metallic,
1301,Trieben,Austria,,47.48333333,14.5,Graphite,Metamorphic,,,,Metallic,
1302,Dashkesan,Azerbaijan,,40.51666667,46.06666667,Iron,Igneous,,,,Metallic,
1303,Okolovskoye,Belarus,,52.93333333,30.53333333,Iron,Sedimentary,,,,Metallic,
1304,Bleiberg,Belgium,,50.71666667,5.916666667,Lead,Sedimentary,,,,Metallic,
1305,Asarel,Bulgaria,,42.53333333,24.18333333,Copper,Hydrothermal,,,,Metallic,
1306,Chelopech,Bulgaria,,42.5,24,Gold,Hydrothermal,,,,Metallic,
1307,Elatsite,Bulgaria,,42.81666667,23.98333333,Copper,Hydrothermal,,,,Metallic,
1308,Gorubso-Kombinat,Bulgaria,,41.43333333,24.98333333,Lead,Hydrothermal,,,,Metallic,
1309,Medet,Bulgaria,,42.71666667,24.08333333,Copper,Hydrothermal,,,,Metallic,
1310,Obrochishte,Bulgaria,,43.38333333,28.06666667,Manganese,Sedimentary,,,,Metallic,
1311,Varana District,Bulgaria,,43.38333333,27.91666667,Manganese,Sedimentary,,,,Metallic,
1312,Cesky-Krumlov,Czech Republic,,48.8,14.31666667,Graphite,Metamorphic,,,,Metallic,
1313,Kolledeye,Czech Republic,,49.21666667,14.45,Graphite,Metamorphic,,,,Metallic,
1314,Krasno,Czech Republic,,50.1,12.8,Tin,Hydrothermal,,,,Metallic,
1315,Mestsky-Vrch,Czech Republic,,48.85,14.3,Graphite,Metamorphic,,,,Metallic,
1316,Velke Vrbno-Konstantin,Czech Republic,,50.13333333,17.33333333,Graphite,Metamorphic,,,,Metallic,
1317,Enonkoski,Finland,,62.08333333,28.91666667,Nickel,Igneous,,,,Metallic,
1318,Hitura,Finland,,63.85,25.05,Nickel,Igneous,,,,Metallic,
1319,Juomasuo,Finland,,66.31666667,25.8,Gold,Hydrothermal,,,,Metallic,
1320,Kemi,Finland,,65.78333333,24.71666667,Chromium,Igneous,,,,Metallic,
1321,Kotalahti,Finland,,62.23333333,27.61666667,Nickel,Igneous,,,,Metallic,
1322,Kutemajarvi,Finland,,61.6,22.3,Gold,Hydrothermal,,,,Metallic,
1323,Lahnaslampi (Sotkamo),Finland,,64.13333333,28.41666667,Nickel,Hydrothermal,,,,Metallic,
1324,Lapeenranta,Finland,,61.06666667,28.25,Tungsten,Sedimentary,,,,Metallic,
1325,Mullikkor??me,Finland,,63.68333333,27.78333333,Zinc,Hydrothermal,,,,Metallic,
1326,Mustavaara,Finland,,65.46666667,27.98333333,Vanadium,Igneous,,,,Metallic,
1327,Orivesi?ˇ?ˇ,Finland,,61.68333333,24.35,Gold,Hydrothermal,,,,Metallic,
1328,Otanmaki,Finland,,64.25,28.16666667,Titanium,Igneous,,,,Metallic,
1329,Outokumpu district,Finland,,62.56666667,28.96666667,Copper,Hydrothermal,,,,Metallic,
1330,Pampalo,Finland,,63,31.2,Gold,Hydrothermal,,,,Metallic,
1331,Portimo,Finland,,63.43333333,22.75,Platinum,Igneous,,,,Metallic,
1332,Pyhasalmi,Finland,,63.65,22.05,Zinc,Hydrothermal,,,,Metallic,
1333,Sokli,Finland,,67.75,29.25,Rare,Igneous,,,,Metallic,
1334,Suurikiisikko,Finland,,67.7,25.11666667,Gold,Hydrothermal,,,,Metallic,
1335,Vammala,Finland,,61.33333333,24.9,Nickel,Igneous,,,,Metallic,
1336,Vihanti,Finland,,64.48333333,25.13333333,Zinc,Hydrothermal,,,,Metallic,
1337,Vuonos/Keretti,Finland,,62.75,28.7,Nickel,Igneous,,,,Metallic,
1338,Chaillac,France,,46.43333333,1.333333333,Iron,Sedimentary,,,,Metallic,
1339,Fumade,France,,43.65,2.483333333,Tungsten,Hydrothermal,,,,Metallic,
1340,Lorraine,France,,49.36666667,6.05,Iron,Sedimentary,,,,Metallic,
1341,Saint-Salvy,France,,43.65,2.4,Zinc,Sedimentary,,,,Metallic,
1342,Salsigne,France,,43.31666667,2.35,Gold,Hydrothermal,,,,Metallic,
1343,Chiatura,Georgia,,42.23361111,43.24722222,Manganese,Sedimentary,,,,Metallic,
1344,Davidgaredzhinskoe,Georgia,,41.32833333,44.37138889,Lead,Hydrothermal,,,,Metallic,
1345,Madneuli,Georgia,,41.51666667,44.76666667,Copper,Igneous,,,,Metallic,
1346,Rodinouli-Cholatunskoe,Georgia,,42.11916667,42.95361111,Manganese,Sedimentary,,,,Metallic,
1347,Supsa-Natanebi,Georgia,,42.66666667,41.91666667,Iron,Surficial,,,,Metallic,
1348,Zopkhito,Georgia,,42.85,43.41666667,Gold,Hydrothermal,,,,Metallic,
1349,Altenberg,Germany,,50.76666667,13.8,Tin,Hydrothermal,,,,Metallic,
1350,Grund,Germany,,51.85,10.23333333,Copper,Hydrothermal,,,,Metallic,
1351,Kropfmuehl,Germany,,48.61666667,13.65,Graphite,Metamorphic,,,,Metallic,
1352,Maubach-Mechernich,Germany,,50.45,6.666666667,Lead,Sedimentary,,,,Metallic,
1353,Meggen,Germany,,51.13333333,8.25,Zinc,Sedimentary,,,,Metallic,
1354,Rammelsberg,Germany,,51.53333333,10.25,Zinc,Sedimentary,,,,Metallic,
1355,Salzgitter,Germany,,52.05,10.41666667,Iron,Sedimentary,,,,Metallic,
1356,Ermioni,Greece,,37.4,23.25,Copper,Hydrothermal,,,,Metallic,
1357,Larymna/Euboea,Greece,,38.46666667,23.28333333,Nickel,Surficial,,,,Metallic,
1358,Olympias/Kassandra,Greece,,40.6,23.76666667,Gold,Hydrothermal,,,,Metallic,
1359,Parnassos,Greece,,38.53333333,22.61666667,Aluminum,Surficial,,,,Metallic,
1360,Skouries/Fioska,Greece,,40.46666667,23.7,Copper,Hydrothermal,,,,Metallic,
1361,Yerikini,Greece,,40.25,23.45,Magnesium,Hydrothermal,,,,Metallic,
1362,Bakony District,Hungary,,47.05,17.55,Aluminum,Surficial,,,,Metallic,
1363,Recsk-Lahoca,Hungary,,47.9,20.08333333,Copper,Hydrothermal,,,,Metallic,
1364,Urkut District,Hungary,,47.08333333,17.66666667,Manganese,Sedimentary,,,,Metallic,
1365,Lisheen,Ireland,,52.7,-7.8,Zinc,Sedimentary,,,,Metallic,
1366,Silvermines,Ireland,,52.78333333,-8.233333333,Zinc,Sedimentary,,,,Metallic,
1367,Tara (Navan),Ireland,,53.6,-6.7,Zinc,Sedimentary,,,,Metallic,
1368,Monteponi,Italy,,39.28333333,8.033333333,Zinc,Sedimentary,,,,Metallic,
1369,Muscadroxiu,Italy,,40,9,Lead,Hydrothermal,,,,Metallic,
1370,Northern Italy District,Italy,,45.91666667,10.1,Fluorine,Hydrothermal,,,,Metallic,
1371,Osilo,Italy,,40.68333333,8.666666667,Gold,Hydrothermal,,,,Metallic,
1372,Piampaludo,Italy,,44.46666667,8.866666667,Titanium,Metamorphic,,,,Metallic,
1373,Pinerolo,Italy,,44.88333333,7.316666667,Graphite,Metamorphic,,,,Metallic,
1374,Skouries/Fioska,Italy,,39.46666667,8.95,Gold,Hydrothermal,,,,Metallic,
1375,"Agpat, Ilimaussaq intrusion",Kalaallit Nunaat (Greenland),,60.93333333,-45.75,Zirconium,Igneous,,,,Metallic,
1376,Black Angel,Kalaallit Nunaat (Greenland),,71.08333333,-51.23333333,Zinc,Sedimentary,,,,Metallic,
1377,"Citronen Fjord, Peary Land",Kalaallit Nunaat (Greenland),,83.1,-29.03333333,Zinc,Sedimentary,,,,Metallic,
1378,Fiskenaesset,Kalaallit Nunaat (Greenland),,63.1,-50.66666667,Chromium,Igneous,,,,Metallic,
1379,Isua,Kalaallit Nunaat (Greenland),,64.5,-50,Iron,Sedimentary,,,,Metallic,
1380,"Kringlerne, Ilimaussaq intrusion",Kalaallit Nunaat (Greenland),,60.86805556,-45.86055556,Zirconium,Igneous,,,,Metallic,
1381,Ladderbjerg,Kalaallit Nunaat (Greenland),,73.49583333,-22.02916667,Copper,Sedimentary,,,,Metallic,
1382,Malmbjerg,Kalaallit Nunaat (Greenland),,71.91666667,-24.25,Molybdenum,Igneous,,,,Metallic,
1383,"Motzfeldt Centre, Igaliko nepheline syenite",Kalaallit Nunaat (Greenland),,61.25,-45,Niobium,Igneous,,,,Metallic,
1384,Nalunaq,Kalaallit Nunaat (Greenland),,60.35583333,-44.83416667,Gold,Hydrothermal,,,,Metallic,
1385,"Platinova Reef, Skaergaard Intrusion",Kalaallit Nunaat (Greenland),,68.2,-31.83333333,Gold,Igneous,,,,Metallic,
1386,Qaqqaarsuk,Kalaallit Nunaat (Greenland),,65.38333333,-51.7,Niobium,Igneous,,,,Metallic,
1387,Rubjerg Knude,Kalaallit Nunaat (Greenland),,72.61722222,-23.68055556,Copper,Sedimentary,,,,Metallic,
1388,Sarfartoq,Kalaallit Nunaat (Greenland),,66.5,-51.25,Phosphorus,Igneous,,,,Metallic,
1389,20 Let KazSSR,Kazakhstan,,50.31666667,58.43333333,Chromium,Igneous,,,,Metallic,
1390,50 Let Oktyabrya,Kazakhstan,,50.46666667,59.15,Copper,Hydrothermal,,,,Metallic,
1391,Achisai,Kazakhstan,,43.56666667,68.9,Lead,Sedimentary,,,,Metallic,
1392,Aidarly,Kazakhstan,,47,79.91666667,Copper,Igneous,,,,Metallic,
1393,Ainalma,Kazakhstan,,43.53333333,68.6,Lead,Sedimentary,,,,Metallic,
1394,Ajatskoe 1,Kazakhstan,,52.73194444,62.91444444,Aluminum,Sedimentary,,,,Metallic,
1395,Akchatau,Kazakhstan,,47.95138889,74.06861111,Tungsten,Hydrothermal,,,,Metallic,
1396,Aktogajskoe,Kazakhstan,,48.50416667,59.03333333,Aluminum,Sedimentary,,,,Metallic,
1397,Alajgyr,Kazakhstan,,49.05027778,74.48472222,Lead,Hydrothermal,,,,Metallic,
1398,Aleshinskoe,Kazakhstan,,53.81972222,63.70305556,Iron,Hydrothermal,,,,Metallic,
1399,"Almaz-Zhemchuzhina, Geofizicheskoe",Kazakhstan,,50.23833333,58.47055556,Chromium,Igneous,,,,Metallic,
1400,Aqbakai,Kazakhstan,,45.11666667,72.68333333,Gold,Igneous,,,,Metallic,
1401,Aqchatau,Kazakhstan,,48,74.03333333,Tungsten,Igneous,,,,Metallic,
1402,Aqtash,Kazakhstan,,42.53333333,73.1,Gold,Igneous,,,,Metallic,
1403,Aqtogai,Kazakhstan,,46.98333333,80,Copper,Igneous,,,,Metallic,
1404,Aqzhal,Kazakhstan,,47.75,74.01666667,Lead,Sedimentary,,,,Metallic,
1405,Aurtash,Kazakhstan,,43.73,51.88472222,Strontium,Sedimentary,,,,Metallic,
1406,Ayatskoe,Kazakhstan,,52.66666667,62.53333333,Iron,Sedimentary,,,,Metallic,
1407,Balakauskandynskoe,Kazakhstan,,44.48805556,67.29361111,Vanadium,Hydrothermal,,,,Metallic,
1408,Baqyrchik,Kazakhstan,,49.48333333,81.51666667,Gold,Hydrothermal,,,,Metallic,
1409,Batystau,Kazakhstan,,48.28805556,73.82388889,Tungsten,Hydrothermal,,,,Metallic,
1410,Belogorskoe,Kazakhstan,,49.46666667,83.1,Tantalum,Igneous,,,,Metallic,
1411,Beloubinskoe,Kazakhstan,,50.66666667,83.61666667,Lead,Hydrothermal,,,,Metallic,
1412,Belousovskoe,Kazakhstan,,50.1975,82.43472222,Lead,Hydrothermal,,,,Metallic,
1413,Benqala North,Kazakhstan,,51.2,61.78333333,Copper,Igneous,,,,Metallic,
1414,Benqala South,Kazakhstan,,51.1,61.81666667,Copper,Igneous,,,,Metallic,
1415,Bestobe,Kazakhstan,,48.15,71.2,Lead,Sedimentary,,,,Metallic,
1416,Bestobe West,Kazakhstan,,52.51666667,73.11666667,Gold,Igneous,,,,Metallic,
1417,Bochetkol'skoe,Kazakhstan,,50.58972222,60.89555556,Nickel,Surficial,,,,Metallic,
1418,Boguty,Kazakhstan,,43.53333333,78.95,Tungsten,Igneous,,,,Metallic,
1419,Bolshevik,Kazakhstan,,49.75,81.2,Gold,Hydrothermal,,,,Metallic,
1420,Bosaga,Kazakhstan,,48.60805556,75.84138889,Aluminum,Hydrothermal,,,,Metallic,
1421,Bozshakol,Kazakhstan,,51.85,74.31666667,Copper,Igneous,,,,Metallic,
1422,Bulandy,Kazakhstan,,48.9,84.25,Tungsten,Igneous,,,,Metallic,
1423,Donetskoe,Kazakhstan,,53.51666667,69.65,Tin,Igneous,,,,Metallic,
1424,Donskoy,Kazakhstan,,50.08333333,59.08333333,Chromium,Igneous,,,,Metallic,
1425,Dorozhilovskoe,Kazakhstan,,52.65,61.4,Molybdenum,Igneous,,,,Metallic,
1426,Druzhba B,Kazakhstan,,51.45,76.55,Titanium,Surficial,,,,Metallic,
1427,Dzhezqasghan,Kazakhstan,,48.06666667,66.25,Copper,Sedimentary,,,,Metallic,
1428,Geophizicheskoe,Kazakhstan,,50.28333333,58.51666667,Chromium,Igneous,,,,Metallic,
1429,Grekhovskoe,Kazakhstan,,49.7,84.41666667,Lead,Hydrothermal,,,,Metallic,
1430,Gvardejskoe,Kazakhstan,,46.27888889,70.18694444,Iron,Sedimentary,,,,Metallic,
1431,Kacharskoe,Kazakhstan,,53.35222222,62.94333333,Iron,Hydrothermal,,,,Metallic,
1432,Karatas,Kazakhstan,,46.61805556,73.78305556,Molybdenum,Igneous,,,,Metallic,
1433,Karsaqpai,Kazakhstan,,47.76666667,66.76666667,Iron,Sedimentary,,,,Metallic,
1434,Katpar North,Kazakhstan,,48.73333333,72.95,Tungsten,Igneous,,,,Metallic,
1435,Kempirsai,Kazakhstan,,50.6,58.25,Chromium,Igneous,,,,Metallic,
1436,Kijakinskoe,Kazakhstan,,49.66972222,60.1875,Iron,Hydrothermal,,,,Metallic,
1437,Koksai,Kazakhstan,,44.48333333,78.46666667,Copper,Igneous,,,,Metallic,
1438,Koktauskoe,Kazakhstan,,50.23638889,66.59416667,Aluminum,Metamorphic,,,,Metallic,
1439,Koktenkol,Kazakhstan,,48.61666667,72.25,Molybdenum,Igneous,,,,Metallic,
1440,Konyrat,Kazakhstan,,46.98333333,75,Molybdenum,Igneous,,,,Metallic,
1441,Krasnooktjabr'skoe,Kazakhstan,,52.08416667,62.46416667,Aluminum,Sedimentary,,,,Metallic,
1442,Kubasadyrskoe,Kazakhstan,,51.29527778,66.60694444,Aluminum,Surficial,,,,Metallic,
1443,Kumkol'skoe,Kazakhstan,,50.745,61.90166667,Titanium,Surficial,,,,Metallic,
1444,Kundybai,Kazakhstan,,51.88333333,60.8,Zirconium,Igneous,,,,Metallic,
1445,Kundybajskoe,Kazakhstan,,51.99361111,60.83027778,Rare,Hydrothermal,,,,Metallic,
1446,"Kundybajskoe, Shevchenkovskoe",Kazakhstan,,51.73638889,60.77611111,Nickel,Surficial,,,,Metallic,
1447,Kurumsak,Kazakhstan,,44.31666667,67.63333333,Vanadium,Sedimentary,,,,Metallic,
1448,Kvartsitovye Gorki,Kazakhstan,,52.46666667,72,Gold,Igneous,,,,Metallic,
1449,Lisakovskoe,Kazakhstan,,52.53138889,62.49333333,Iron,Sedimentary,,,,Metallic,
1450,Losevskoe,Kazakhstan,,52.74444444,69.00222222,Zirconium,Igneous,,,,Metallic,
1451,Maikain,Kazakhstan,,51.48333333,75.8,Gold,Hydrothermal,,,,Metallic,
1452,Maleevskoe,Kazakhstan,,49.88333333,84.31666667,Copper,Hydrothermal,,,,Metallic,
1453,Mirgalimsai,Kazakhstan,,43.55,68.55,Lead,Sedimentary,,,,Metallic,
1454,Mizek,Kazakhstan,,48.95194444,77.42361111,Copper,Hydrothermal,,,,Metallic,
1455,Molodiezhnoe,Kazakhstan,,50.35,58.51666667,Chromium,Igneous,,,,Metallic,
1456,Nikolaevskoe,Kazakhstan,,50.49916667,81.855,Zinc,Hydrothermal,,,,Metallic,
1457,Nurataldy,Kazakhstan,,49.11777778,73.47805556,Molybdenum,Igneous,,,,Metallic,
1458,Nurkazgan,Kazakhstan,,50.15,73.01666667,Gold,Igneous,,,,Metallic,
1459,Oktjabr'skoe,Kazakhstan,,50.58722222,58.06916667,Nickel,Surficial,,,,Metallic,
1460,Priorskoe,Kazakhstan,,50.53333333,59.06666667,Copper,Hydrothermal,,,,Metallic,
1461,Qaraghaily,Kazakhstan,,49.36666667,75.71666667,Lead,Sedimentary,,,,Metallic,
1462,Qaraoba,Kazakhstan,,47.21666667,71.41666667,Tungsten,Igneous,,,,Metallic,
1463,Qarazhal West,Kazakhstan,,48.01666667,70.81666667,Iron,Sedimentary,,,,Metallic,
1464,Qonyrat (Kounrad),Kazakhstan,,47,74.75,Copper,Igneous,,,,Metallic,
1465,Ridder-Sokol'noe,Kazakhstan,,50.36666667,83.53333333,Lead,Hydrothermal,,,,Metallic,
1466,Sar-Kol',Kazakhstan,,49.08555556,58.62138889,Aluminum,Sedimentary,,,,Metallic,
1467,Sarbai,Kazakhstan,,53.18333333,63.08333333,Iron,Hydrothermal,,,,Metallic,
1468,Saryoba,Kazakhstan,,48.16666667,67.46666667,Copper,Sedimentary,,,,Metallic,
1469,Sarysai,Kazakhstan,,47.58333333,66.31666667,Vanadium,Sedimentary,,,,Metallic,
1470,Sayak-II (Tastau),Kazakhstan,,47,77.41666667,Copper,Igneous,,,,Metallic,
1471,Shalkiya,Kazakhstan,,44.01666667,67.46666667,Lead,Sedimentary,,,,Metallic,
1472,Singirbajskaja,Kazakhstan,,49.88888889,60.75555556,Titanium,Surficial,,,,Metallic,
1473,Smirnovskoe,Kazakhstan,,53.55,62.11722222,Molybdenum,Igneous,,,,Metallic,
1474,Sokurkoj,Kazakhstan,,46.50138889,74.11777778,Aluminum,Hydrothermal,,,,Metallic,
1475,Solnechnoe,Kazakhstan,,47.2575,71.24222222,Tungsten,Hydrothermal,,,,Metallic,
1476,Syrymbet,Kazakhstan,,53.32027778,68.06805556,Tin,Igneous,,,,Metallic,
1477,Tekeli,Kazakhstan,,44.78333333,78.93333333,Lead,Sedimentary,,,,Metallic,
1478,Tishinskoe,Kazakhstan,,50.3,83.36666667,Lead,Hydrothermal,,,,Metallic,
1479,Ushqatyn,Kazakhstan,,48.36666667,70.36666667,Lead,Sedimentary,,,,Metallic,
1480,Uzynjal,Kazakhstan,,47.56666667,72.65,Lead,Sedimentary,,,,Metallic,
1481,Vasil'evskoe,Kazakhstan,,49.13333333,81.58833333,Gold,Igneous,,,,Metallic,
1482,Vasil'kovskoe,Kazakhstan,,53.35055556,69.26277778,Gold,Igneous,,,,Metallic,
1483,Verkhnee Espe,Kazakhstan,,48.18333333,81.45,Zirconium,Igneous,,,,Metallic,
1484,Verkhnee Qairaqty,Kazakhstan,,48.68333333,73.25,Tungsten,Igneous,,,,Metallic,
1485,Verkhnekajraktinskoe,Kazakhstan,,48.64861111,73.21666667,Tungsten,Hydrothermal,,,,Metallic,
1486,"Vostochnyj Kounrad, Severnyj Kounrad",Kazakhstan,,47.00194444,75.2025,Tungsten,Hydrothermal,,,,Metallic,
1487,Zapadno-Ubaganskoe,Kazakhstan,,52.81055556,64.75194444,Aluminum,Sedimentary,,,,Metallic,
1488,Zhairem,Kazakhstan,,48.26666667,70.26666667,Lead,Sedimentary,,,,Metallic,
1489,Zhaman-Aibat,Kazakhstan,,46.83333333,68.75,Copper,Sedimentary,,,,Metallic,
1490,Zhanet,Kazakhstan,,47.53861111,74.35694444,Molybdenum,Igneous,,,,Metallic,
1491,Zholymbet,Kazakhstan,,51.75,71.75,Gold,Igneous,,,,Metallic,
1492,Zyryanovskoe,Kazakhstan,,49.75,84.3,Lead,Hydrothermal,,,,Metallic,
1493,Andash,Kyrgyzstan,,42.53333333,73,Gold,Igneous,,,,Metallic,
1494,Aqtyuz,Kyrgyzstan,,42.88333333,76.18333333,Rare,Igneous,,,,Metallic,
1495,Bala-Chichkan,Kyrgyzstan,,42.46666667,72.61666667,Iron,Igneous,,,,Metallic,
1496,Chaarat,Kyrgyzstan,,42.03333333,71.2,Gold,Igneous,,,,Metallic,
1497,Chonkoy,Kyrgyzstan,,40.38333333,72.43333333,Mercury,Hydrothermal,,,,Metallic,
1498,Dangy,Kyrgyzstan,,41.51666667,76.7,Iron,Igneous,,,,Metallic,
1499,Janguz-Bulak,Kyrgyzstan,,39.95,71.33333333,Mercury,Hydrothermal,,,,Metallic,
1500,Jerooy,Kyrgyzstan,,42.3,72.73333333,Gold,Igneous,,,,Metallic,
1501,Kadamdjai,Kyrgyzstan,,40.11666667,71.73333333,Antimony,Hydrothermal,,,,Metallic,
1502,Khaidarkan,Kyrgyzstan,,39.95,71.36666667,Mercury,Hydrothermal,,,,Metallic,
1503,Kuku-Tegerek,Kyrgyzstan,,42.00166667,71.46388889,Gold,Hydrothermal,,,,Metallic,
1504,Kumtor,Kyrgyzstan,,41.94888889,77.83527778,Gold,Igneous,,,,Metallic,
1505,Kuru-Tegerek,Kyrgyzstan,,42.05,71.45,Gold,Igneous,,,,Metallic,
1506,Lyangar,Kyrgyzstan,,40.4,65.95,Tungsten,Igneous,,,,Metallic,
1507,Makmal,Kyrgyzstan,,41.18333333,73.98333333,Gold,Igneous,,,,Metallic,
1508,Qara-Archa,Kyrgyzstan,,39.95,71.4,Mercury,Hydrothermal,,,,Metallic,
1509,Taldybulak Levoberezhny,Kyrgyzstan,,42.63333333,75.68333333,Gold,Igneous,,,,Metallic,
1510,Terekskoe,Kyrgyzstan,,41.48694444,70.91972222,Antimony,Hydrothermal,,,,Metallic,
1511,Uch-Imchek,Kyrgyzstan,,42.33333333,71.8,Arsenic,Hydrothermal,,,,Metallic,
1512,Uchkoshton,Kyrgyzstan,,41.79611111,78.68555556,Tin,Igneous,,,,Metallic,
1513,Esch Rumelange,Luxenbourg,,49.5,6.05,Iron,Sedimentary,,,,Metallic,
1514,Bucim,Macedonia,,41.66666667,22.36666667,Copper,Hydrothermal,,,,Metallic,
1515,Rzanovo,Macedonia,,41.46666667,21.05,Nickel,Surficial,,,,Metallic,
1516,Flatt,Norway,,58.6,7.866666667,Nickel,Igneous,,,,Metallic,
1517,Knaben,Norway,,58.66666667,7.166666667,Molybdenum,Hydrothermal,,,,Metallic,
1518,Kongsberg,Norway,,59.63333333,9.616666667,Silver,Hydrothermal,,,,Metallic,
1519,Lokken,Norway,,63.1,8.716666667,Copper,Hydrothermal,,,,Metallic,
1520,Stjernoy,Norway,,70.3,22.68333333,Rare,Igneous,,,,Metallic,
1521,Tellnes,Norway,,58.33333333,6.416666667,Titanium,Igneous,,,,Metallic,
1522,Borzecin/Sulmierzyce,Poland,,51.56666667,17.25,Copper,Sedimentary,,,,Metallic,
1523,Bytom District,Poland,,50.21666667,19,Lead,Sedimentary,,,,Metallic,
1524,Lubin,Poland,,51.58333333,16,Copper,Sedimentary,,,,Metallic,
1525,Myskow,Poland,,51.61666667,19.36666667,Copper,Hydrothermal,,,,Metallic,
1526,Aljustrel,Portugal,,37.9,-8.25,Zinc,Hydrothermal,,,,Metallic,
1527,Guarda,Portugal,,40.5,-7.333333333,Lithium,Hydrothermal,,,,Metallic,
1528,Nueves-Corvo,Portugal,,37.53333333,-7.966666667,Zinc,Hydrothermal,,,,Metallic,
1529,Panasqueira,Portugal,,40.16666667,-7.55,Copper,Hydrothermal,,,,Metallic,
1530,Apuseni District,Romania,,46.3,23.3,Copper,Hydrothermal,,,,Metallic,
1531,Baia de Fier,Romania,,45.23333333,23.75,Graphite,Metamorphic,,,,Metallic,
1532,Baia Mare District,Romania,,47.68333333,23.88333333,Lead,Hydrothermal,,,,Metallic,
1533,Chituc,Romania,,45,29.63333333,Titanium,Surficial,,,,Metallic,
1534,Glogova-Sisesti District,Romania,,44.91666667,22.96666667,Titanium,Igneous,,,,Metallic,
1535,Palazu Mare,Romania,,44.21666667,28.61666667,Iron,Sedimentary,,,,Metallic,
1536,Abakanskoye,Russia,,52.41666667,90.03333333,Iron,Hydrothermal,,,,Metallic,
1537,Adychan,Russia,,66.70055556,137.4830556,Gold,Surficial,,,,Metallic,
1538,Aginskoe,Russia,,55.51027778,157.865,Gold,Hydrothermal,,,,Metallic,
1539,Agylkinskoe,Russia,,64.37833333,136.9727778,Tungsten,Hydrothermal,,,,Metallic,
1540,Agyndja,Russia,,65.21555556,148.0327778,Copper,Sedimentary,,,,Metallic,
1541,Aksakovskaya,Russia,,54,54.23333333,Copper,Sedimentary,,,,Metallic,
1542,Aksug,Russia,,53.43333333,96.66666667,Copper,Igneous,,,,Metallic,
1543,Aktashskoye,Russia,,50.2,87.2,Mercury,Hydrothermal,,,,Metallic,
1544,Aktogajskoe,Russia,,41.47861111,47.29444444,Aluminum,Sedimentary,,,,Metallic,
1545,Aleksandrovka Suite,Russia,,57,120,Copper,Sedimentary,,,,Metallic,
1546,Alexii-Olginsky Log,Russia,,58.90166667,59.70638889,Platinum,Surficial,,,,Metallic,
1547,Algama,Russia,,58.66666667,135.4833333,Zirconium,Hydrothermal,,,,Metallic,
1548,Aliskerov,Russia,,67.75388889,167.8472222,Gold,Surficial,,,,Metallic,
1549,Allakh-Yun,Russia,,61.00833333,138.1486111,Gold,Surficial,,,,Metallic,
1550,Ametistovoe,Russia,,61.44027778,164.6666667,Gold,Hydrothermal,,,,Metallic,
1551,Ariadnoe,Russia,,45.20861111,134.4625,Titanium,Igneous,,,,Metallic,
1552,Arsenyevsky,Russia,,44.42388889,134.7872222,Tin,Hydrothermal,,,,Metallic,
1553,Asachinskoe,Russia,,52.4125,157.8461111,Gold,Hydrothermal,,,,Metallic,
1554,Badran-Bezvodnyj,Russia,,64.29361111,141.2838889,Gold,Surficial,,,,Metallic,
1555,Bakcharskoye,Russia,,56.54166667,82.20833333,Iron,Sedimentary,,,,Metallic,
1556,Balcan (Balkan),Russia,,53.45,59.6,Tungsten,Hydrothermal,,,,Metallic,
1557,Baley,Russia,,51.63333333,116.6,Gold,Hydrothermal,,,,Metallic,
1558,Barandatskoye,Russia,,55.78333333,89.2,Iron,Sedimentary,,,,Metallic,
